trajectory_id,embedding_type,point_index,curvature
0,PCA,1,77370.65373641899
0,PCA,2,20.736632638546933
0,PCA,3,13.09709097466519
0,PCA,4,15.238884058220517
0,PCA,5,31.39975129582756
0,PCA,6,56.472895880992326
0,PCA,7,87.57699442596054
0,PCA,8,162.53718754120405
1,PCA,1,149397.27900484766
1,PCA,2,19.69201498462902
1,PCA,3,18.803233380936955
1,PCA,4,20.955634856840426
1,PCA,5,60.17709563993252
1,PCA,6,109.8442434077858
1,PCA,7,100.80533118251641
1,PCA,8,85.93499219013188
2,PCA,1,69243.09134087694
2,PCA,2,10.930249654242584
2,PCA,3,14.819670583634279
2,PCA,4,13.576692192341682
2,PCA,5,26.670135282119904
2,PCA,6,56.45492392360503
2,PCA,7,77.41698609469813
2,PCA,8,74.6846557585452
3,PCA,1,9333.48820912464
3,PCA,2,1.8380422853546545
3,PCA,3,1.452134358952281
3,PCA,4,3.8646217492719503
3,PCA,5,9.853220364504997
3,PCA,6,19.586558356339985
3,PCA,7,34.2347645368155
3,PCA,8,55.984731908253494
4,PCA,1,61287.52917195683
4,PCA,2,7.535475144593006
4,PCA,3,9.931203328371723
4,PCA,4,22.85690525067917
4,PCA,5,51.17177880223832
4,PCA,6,84.84340819361027
4,PCA,7,86.2602722598159
4,PCA,8,68.70134155227981
5,PCA,1,4582.152314572061
5,PCA,2,1.2536037108628733
5,PCA,3,2.358800897603303
5,PCA,4,4.30176692639803
5,PCA,5,6.10584176952044
5,PCA,6,8.148910575990927
5,PCA,7,14.024075524460043
5,PCA,8,31.173903089914095
6,PCA,1,109302.74983413302
6,PCA,2,3.576044450109058
6,PCA,3,5.5629926990230665
6,PCA,4,9.335682196919088
6,PCA,5,20.31962624649317
6,PCA,6,44.92503998791535
6,PCA,7,79.91063244181505
6,PCA,8,112.31345395818522
7,PCA,1,7826.8012194909525
7,PCA,2,1.7301408532408262
7,PCA,3,1.6235385252706669
7,PCA,4,3.124698051010763
7,PCA,5,8.077302831448264
7,PCA,6,17.077145973615316
7,PCA,7,30.351529550591696
7,PCA,8,50.358586210476226
8,PCA,1,11045.759917731217
8,PCA,2,1.591426933438961
8,PCA,3,0.5901623223119781
8,PCA,4,3.169274702281817
8,PCA,5,9.066894309017648
8,PCA,6,17.411371619104212
8,PCA,7,28.76252634771945
8,PCA,8,54.3730971410473
9,PCA,1,923.178570687613
9,PCA,2,0.9773253507687786
9,PCA,3,1.323346838902316
9,PCA,4,2.4361836955891816
9,PCA,5,5.305765477711828
9,PCA,6,10.415863207394452
9,PCA,7,18.920734647036788
9,PCA,8,35.29857480737636
10,PCA,1,2142.324315574549
10,PCA,2,2.0356903002116216
10,PCA,3,0.882193602717308
10,PCA,4,2.6044461585938388
10,PCA,5,8.09426184198194
10,PCA,6,17.05220382746867
10,PCA,7,30.606951765639767
10,PCA,8,59.19705031858635
11,PCA,1,45408.63269157258
11,PCA,2,19.970058391345276
11,PCA,3,13.391569675520932
11,PCA,4,15.13404954210832
11,PCA,5,44.0400594761015
11,PCA,6,98.04619481052286
11,PCA,7,135.57632062540483
11,PCA,8,137.33793218751828
12,PCA,1,1900.3738807929944
12,PCA,2,0.7568107612153864
12,PCA,3,1.3305204469936278
12,PCA,4,2.130227908905799
12,PCA,5,3.2442571499882646
12,PCA,6,5.1189444810606295
12,PCA,7,8.790390350228893
12,PCA,8,18.48195003223813
13,PCA,1,202586.78437019137
13,PCA,2,30.25170559309293
13,PCA,3,64.48272058482964
13,PCA,4,38.38009818335592
13,PCA,5,108.30112174119229
13,PCA,6,302.390416406343
13,PCA,7,417.3967435836245
13,PCA,8,283.6384377771794
14,PCA,1,9085.579847643918
14,PCA,2,2.430123021394482
14,PCA,3,2.8085268927922904
14,PCA,4,4.152024505237018
14,PCA,5,6.8909212999842735
14,PCA,6,11.463330694652301
14,PCA,7,20.01427791645667
14,PCA,8,41.33307901056924
15,PCA,1,21483.680230985017
15,PCA,2,7.835013874137203
15,PCA,3,8.332477546148912
15,PCA,4,11.476988897290267
15,PCA,5,19.803907672976777
15,PCA,6,28.75694132060282
15,PCA,7,36.113413005177044
15,PCA,8,54.711265400838506
16,PCA,1,18154.21534018577
16,PCA,2,3.7307810708087947
16,PCA,3,4.061203324275805
16,PCA,4,3.810150510812519
16,PCA,5,16.237742228151532
16,PCA,6,33.08287944874991
16,PCA,7,44.21377700662043
16,PCA,8,58.22729682026853
17,PCA,1,41053.93505726768
17,PCA,2,4.848934677698999
17,PCA,3,8.098350327600796
17,PCA,4,14.992419296859868
17,PCA,5,27.63794053106961
17,PCA,6,43.15130227911655
17,PCA,7,49.72399866536765
17,PCA,8,64.60537897066223
18,PCA,1,13715.933556156115
18,PCA,2,0.45522576482111765
18,PCA,3,2.6229221792560633
18,PCA,4,6.350084196125698
18,PCA,5,11.986163350106503
18,PCA,6,19.7854524776401
18,PCA,7,31.610116140473824
18,PCA,8,58.950002095325104
19,PCA,1,67253.79074924624
19,PCA,2,6.240655397054782
19,PCA,3,5.35864191327569
19,PCA,4,6.944241797696738
19,PCA,5,15.20802689152981
19,PCA,6,26.02046188502369
19,PCA,7,41.695752724759394
19,PCA,8,76.74740321293766
20,PCA,1,24519.029403939767
20,PCA,2,8.778476856613361
20,PCA,3,9.90935214940203
20,PCA,4,9.092408011238266
20,PCA,5,18.013726230476585
20,PCA,6,36.32502531603103
20,PCA,7,56.64263183079929
20,PCA,8,86.00053922654337
21,PCA,1,21098.861374755827
21,PCA,2,1.597076962779528
21,PCA,3,1.517746660603531
21,PCA,4,2.0106112839933528
21,PCA,5,8.85816103985973
21,PCA,6,20.412303881044792
21,PCA,7,39.07727985084488
21,PCA,8,79.11340544855594
22,PCA,1,11503.225060490997
22,PCA,2,2.2211542821552808
22,PCA,3,3.826657763907425
22,PCA,4,7.859960041087066
22,PCA,5,11.96169732045921
22,PCA,6,15.264385272825846
22,PCA,7,21.85939240076904
22,PCA,8,44.38219564730056
23,PCA,1,30108.829700934828
23,PCA,2,3.6300474976371166
23,PCA,3,3.679595275378576
23,PCA,4,10.820825914155723
23,PCA,5,23.051196576820814
23,PCA,6,39.310966690475766
23,PCA,7,54.94068945318542
23,PCA,8,77.26558703461292
24,PCA,1,4913.3511672383065
24,PCA,2,1.5991982620941587
24,PCA,3,2.7543701330856663
24,PCA,4,4.454355511271583
24,PCA,5,7.638771782257824
24,PCA,6,12.406325044420797
24,PCA,7,20.40377318934756
24,PCA,8,40.745263830138015
25,PCA,1,5123.778460694699
25,PCA,2,0.31727179212027284
25,PCA,3,0.20406822424898852
25,PCA,4,2.6819628547043965
25,PCA,5,8.229443330022693
25,PCA,6,16.409089153598426
25,PCA,7,25.2068178837951
25,PCA,8,36.58902151927487
26,PCA,1,21126.761880512102
26,PCA,2,7.635067694168523
26,PCA,3,10.572807398703006
26,PCA,4,16.432361729049713
26,PCA,5,32.24514888371156
26,PCA,6,48.186034434149164
26,PCA,7,52.07458713125425
26,PCA,8,72.94323381544326
27,PCA,1,18204.484637856356
27,PCA,2,0.7245209423300096
27,PCA,3,2.207605841707478
27,PCA,4,6.10688402239621
27,PCA,5,12.743056847303514
27,PCA,6,21.294309477773428
27,PCA,7,28.937369633860552
27,PCA,8,41.85634806491794
28,PCA,1,14732.713025270208
28,PCA,2,3.294214503680446
28,PCA,3,2.0662729048315014
28,PCA,4,4.27160626264482
28,PCA,5,10.078283381313529
28,PCA,6,18.81482391289456
28,PCA,7,29.835932525054513
28,PCA,8,47.226879916432345
29,PCA,1,10503.609165471185
29,PCA,2,0.9415843376927496
29,PCA,3,3.072332759936803
29,PCA,4,5.434536333578292
29,PCA,5,13.30257883350748
29,PCA,6,24.109130542865937
29,PCA,7,37.80842787413705
29,PCA,8,67.43233943929494
30,PCA,1,167635.56042966153
30,PCA,2,8.135775229860139
30,PCA,3,2.3268789172526123
30,PCA,4,8.195893705731502
30,PCA,5,17.443340884493356
30,PCA,6,28.915331972437105
30,PCA,7,59.03984998337935
30,PCA,8,145.53190400065748
31,PCA,1,16102.251193407194
31,PCA,2,3.511063352194368
31,PCA,3,6.529829002882286
31,PCA,4,9.143475344239887
31,PCA,5,16.555743588940118
31,PCA,6,27.577824938074308
31,PCA,7,38.38948871371314
31,PCA,8,62.04199968546237
32,PCA,1,117633.90855813953
32,PCA,2,15.069787775803405
32,PCA,3,11.562407488832012
32,PCA,4,8.462972867275528
32,PCA,5,45.584861045192376
32,PCA,6,112.827283766746
32,PCA,7,211.27699734190526
32,PCA,8,286.8964450458949
33,PCA,1,37004.91079584982
33,PCA,2,4.471407264845714
33,PCA,3,2.567137554990488
33,PCA,4,6.2084802055855555
33,PCA,5,21.224300937370383
33,PCA,6,44.49403087356585
33,PCA,7,64.64873311244882
33,PCA,8,67.44020574848187
34,PCA,1,43293.71993180099
34,PCA,2,5.9600263081958555
34,PCA,3,3.3607711068235804
34,PCA,4,6.971950955242509
34,PCA,5,20.187071620715113
34,PCA,6,41.652821679734544
34,PCA,7,70.39312362577141
34,PCA,8,112.26283676708073
35,PCA,1,30552.25999929694
35,PCA,2,2.7536157464397886
35,PCA,3,6.426037078749993
35,PCA,4,16.311343340129447
35,PCA,5,24.675818507165175
35,PCA,6,34.65668207409551
35,PCA,7,62.90624865087243
35,PCA,8,156.9267845588599
36,PCA,1,31349.035239397614
36,PCA,2,4.617918862934165
36,PCA,3,0.4683369131504544
36,PCA,4,7.351031111741152
36,PCA,5,19.362063135210192
36,PCA,6,36.48402297643139
36,PCA,7,57.525101839963966
36,PCA,8,92.70785675461512
37,PCA,1,32894.85367768604
37,PCA,2,3.6704505151599314
37,PCA,3,4.182153927750323
37,PCA,4,5.243808512086645
37,PCA,5,12.569137570352403
37,PCA,6,24.454620554088354
37,PCA,7,39.41709609856916
37,PCA,8,67.26257336754972
38,PCA,1,2155913.418661524
38,PCA,2,709.2306315882344
38,PCA,3,291.0455267693417
38,PCA,4,109.53367359593355
38,PCA,5,175.83143483728693
38,PCA,6,453.8808755714606
38,PCA,7,364.30928746473836
38,PCA,8,529.7663652026753
39,PCA,1,47716.76180439946
39,PCA,2,3.676260098415073
39,PCA,3,2.7703799150346873
39,PCA,4,6.957643728928226
39,PCA,5,17.81354517223955
39,PCA,6,35.501807817229526
39,PCA,7,54.02167378216113
39,PCA,8,65.83195466787281
40,PCA,1,3666.743348916796
40,PCA,2,3.0735202863640314
40,PCA,3,5.282456112810137
40,PCA,4,7.327298681399395
40,PCA,5,8.254219769722702
40,PCA,6,11.0461433390612
40,PCA,7,20.39907957531142
40,PCA,8,48.634532004183214
41,PCA,1,84640.70623937264
41,PCA,2,3.1383924594313912
41,PCA,3,1.5440700931311235
41,PCA,4,3.6824066835214855
41,PCA,5,13.420556371850026
41,PCA,6,28.736556437843483
41,PCA,7,47.1624068089823
41,PCA,8,79.23586661540351
42,PCA,1,43652.73391604942
42,PCA,2,1.513701519049205
42,PCA,3,2.9159243826016503
42,PCA,4,5.998892486287821
42,PCA,5,9.830113964516192
42,PCA,6,13.758524914915846
42,PCA,7,20.3954896444011
42,PCA,8,41.61986227268815
43,PCA,1,8078.617275420207
43,PCA,2,0.8888373726540741
43,PCA,3,2.9610522239149586
43,PCA,4,5.709882403411871
43,PCA,5,8.785528100444473
43,PCA,6,12.539661160554592
43,PCA,7,19.210502078117905
43,PCA,8,38.809577641037585
44,PCA,1,9410.470915740167
44,PCA,2,0.5822503753050292
44,PCA,3,1.2493091124264681
44,PCA,4,3.2651481356075696
44,PCA,5,6.45913405945308
44,PCA,6,11.923533053216543
44,PCA,7,22.13237170493382
44,PCA,8,46.40380862244635
45,PCA,1,56354.2095912562
45,PCA,2,13.978317435776455
45,PCA,3,16.467539623073513
45,PCA,4,22.437258689871985
45,PCA,5,52.22621821024083
45,PCA,6,90.4266686347078
45,PCA,7,96.6117494556557
45,PCA,8,122.7210338323426
46,PCA,1,24378.694823865982
46,PCA,2,1.6027376643118085
46,PCA,3,2.5463543720381607
46,PCA,4,6.471746731716035
46,PCA,5,18.420300655785226
46,PCA,6,33.59166636312499
46,PCA,7,45.457185025989524
46,PCA,8,63.35233295619933
47,PCA,1,11770.188307703622
47,PCA,2,1.1744156489161035
47,PCA,3,1.1227460824036857
47,PCA,4,4.6023071479779905
47,PCA,5,9.88647088607548
47,PCA,6,17.704088856749973
47,PCA,7,29.471540671913544
47,PCA,8,55.548243303042135
48,PCA,1,39445.844421853195
48,PCA,2,4.066286096130878
48,PCA,3,2.783261038572152
48,PCA,4,7.21422554533644
48,PCA,5,17.846474861426213
48,PCA,6,33.8258791522809
48,PCA,7,56.955448264386526
48,PCA,8,93.96538831058068
49,PCA,1,38210.621734517474
49,PCA,2,8.246943532598914
49,PCA,3,2.3568502859404847
49,PCA,4,7.844456869586501
49,PCA,5,22.858033745624507
49,PCA,6,40.32619400862445
49,PCA,7,59.108658325222024
49,PCA,8,106.03559496708074
50,PCA,1,22475.877489744264
50,PCA,2,4.574436106797696
50,PCA,3,4.449911575614785
50,PCA,4,6.637921408989169
50,PCA,5,12.388494181277906
50,PCA,6,22.729850073930006
50,PCA,7,36.159677551730454
50,PCA,8,59.79424644916548
51,PCA,1,57203.1519373459
51,PCA,2,11.11758459457831
51,PCA,3,5.500458891855923
51,PCA,4,11.176626337690845
51,PCA,5,26.102669604111423
51,PCA,6,52.468602651646385
51,PCA,7,83.84860097690593
51,PCA,8,104.15908725628103
52,PCA,1,123489.91992960035
52,PCA,2,6.776470418346267
52,PCA,3,2.00233768239614
52,PCA,4,10.62341433886479
52,PCA,5,26.07294028473849
52,PCA,6,50.35143632559368
52,PCA,7,72.51613966944866
52,PCA,8,96.28688104733887
53,PCA,1,12248.291455759974
53,PCA,2,1.6086469612428527
53,PCA,3,2.451184205857931
53,PCA,4,4.470485636111042
53,PCA,5,10.512609074232689
53,PCA,6,15.773211574945389
53,PCA,7,25.004223912252378
53,PCA,8,61.54308017258382
54,PCA,1,24028.51199598931
54,PCA,2,4.4256253003635
54,PCA,3,1.6752592318259576
54,PCA,4,12.743861274473618
54,PCA,5,35.79328842815524
54,PCA,6,61.12875558814476
54,PCA,7,64.77593671427593
54,PCA,8,68.74978185436449
55,PCA,1,38416.56489845559
55,PCA,2,1.9359446535139806
55,PCA,3,2.6753579988087575
55,PCA,4,7.769890789055495
55,PCA,5,13.973364075018686
55,PCA,6,19.49828100796652
55,PCA,7,28.118035026432576
55,PCA,8,56.43840282443875
56,PCA,1,51877.577046539096
56,PCA,2,1.0256804615680595
56,PCA,3,2.474898164145318
56,PCA,4,7.309490058061037
56,PCA,5,15.088829250931681
56,PCA,6,25.83082290922537
56,PCA,7,45.74605327267067
56,PCA,8,90.70301931194078
57,PCA,1,10139.02865426077
57,PCA,2,2.0910221686747636
57,PCA,3,2.748107538409868
57,PCA,4,5.652782869644215
57,PCA,5,10.842761825050786
57,PCA,6,18.739975409990084
57,PCA,7,29.956821518800613
57,PCA,8,51.797141867134506
58,PCA,1,92710.5238923871
58,PCA,2,11.68457023221753
58,PCA,3,4.872796698454833
58,PCA,4,13.443119217275461
58,PCA,5,37.827707298792824
58,PCA,6,68.603163981825
58,PCA,7,96.16139969101255
58,PCA,8,121.06339093785616
59,PCA,1,14608.738915997385
59,PCA,2,1.067206143546433
59,PCA,3,2.1570339642462506
59,PCA,4,4.399510221601427
59,PCA,5,9.356691513868013
59,PCA,6,16.291302769486983
59,PCA,7,25.621022990844878
59,PCA,8,47.12695544245036
60,PCA,1,17021.144848799668
60,PCA,2,1.7907507220230414
60,PCA,3,2.548267001337538
60,PCA,4,6.003455096925141
60,PCA,5,11.010177867314326
60,PCA,6,17.96416642864925
60,PCA,7,28.307134998184292
60,PCA,8,54.03244680056977
61,PCA,1,9818.079129449641
61,PCA,2,0.6679448982687379
61,PCA,3,2.766906840399349
61,PCA,4,5.960641588150695
61,PCA,5,9.58502591240264
61,PCA,6,14.012617592647532
61,PCA,7,22.460857435010663
61,PCA,8,46.687161286004375
62,PCA,1,10682.646988728386
62,PCA,2,5.3432519437070125
62,PCA,3,3.166985559001066
62,PCA,4,4.890726976635364
62,PCA,5,13.910275792551662
62,PCA,6,28.004310086488395
62,PCA,7,40.83515386091259
62,PCA,8,59.71701294662816
63,PCA,1,17719.062312417158
63,PCA,2,7.062483188538277
63,PCA,3,5.967855776489732
63,PCA,4,9.610773281282706
63,PCA,5,28.861707420531598
63,PCA,6,57.86414555799642
63,PCA,7,70.58171043880735
63,PCA,8,67.59518738217437
64,PCA,1,42012.936106634304
64,PCA,2,10.079104077479373
64,PCA,3,10.603593570302804
64,PCA,4,16.332428340812182
64,PCA,5,32.09726721977247
64,PCA,6,54.731035334061
64,PCA,7,66.65506216201047
64,PCA,8,76.44821127410194
65,PCA,1,2148.612060073082
65,PCA,2,0.18667673155651512
65,PCA,3,0.7713006260709169
65,PCA,4,2.15569760852028
65,PCA,5,4.184210083967819
65,PCA,6,7.410001173890053
65,PCA,7,13.249166177077843
65,PCA,8,27.72045850269656
66,PCA,1,12894.999259043787
66,PCA,2,3.545883392896093
66,PCA,3,2.4218724810586614
66,PCA,4,4.908102878884407
66,PCA,5,13.564757809982353
66,PCA,6,27.147845270843142
66,PCA,7,46.07425433460856
66,PCA,8,82.0912494435071
67,PCA,1,80457.46905978463
67,PCA,2,7.212403039007068
67,PCA,3,2.223076752585817
67,PCA,4,9.95179274778806
67,PCA,5,28.728545504335102
67,PCA,6,46.48189742949827
67,PCA,7,59.850365982926135
67,PCA,8,117.27002561132929
68,PCA,1,20505.017836502942
68,PCA,2,2.5064444679378246
68,PCA,3,4.152491908027427
68,PCA,4,6.612956868210642
68,PCA,5,11.475618804226379
68,PCA,6,19.191193106725557
68,PCA,7,27.7689323864185
68,PCA,8,48.76648581136004
69,PCA,1,73845.7314635254
69,PCA,2,5.9148911243454485
69,PCA,3,3.1453584746323897
69,PCA,4,6.2900822529497935
69,PCA,5,15.762701183776068
69,PCA,6,27.086916818544296
69,PCA,7,36.620342975831115
69,PCA,8,60.965830926788456
70,PCA,1,11817.021609233681
70,PCA,2,5.189400258624724
70,PCA,3,4.842907779188129
70,PCA,4,4.945725910385107
70,PCA,5,11.383989095768092
70,PCA,6,23.994619136579487
70,PCA,7,41.3502273863627
70,PCA,8,69.75446869887493
71,PCA,1,9913.234552482785
71,PCA,2,0.7240447762783372
71,PCA,3,1.632983524266319
71,PCA,4,4.640924534642564
71,PCA,5,9.241057775279055
71,PCA,6,14.990336900149154
71,PCA,7,23.6678639540636
71,PCA,8,45.69817347117618
72,PCA,1,19164.397831215614
72,PCA,2,2.332579922755733
72,PCA,3,0.5123066721581596
72,PCA,4,8.493759678637712
72,PCA,5,22.642248683258032
72,PCA,6,37.92273099915821
72,PCA,7,48.12001696134397
72,PCA,8,77.59886557422267
73,PCA,1,9088.159499062964
73,PCA,2,2.203640763154058
73,PCA,3,2.973998958847875
73,PCA,4,5.839150196208596
73,PCA,5,12.246768211266502
73,PCA,6,20.575740155826256
73,PCA,7,30.37146253818065
73,PCA,8,54.873681936433734
74,PCA,1,12903.570460312887
74,PCA,2,1.6974079738641665
74,PCA,3,1.86519512104533
74,PCA,4,4.404902181104879
74,PCA,5,9.42778611463442
74,PCA,6,15.97221555118343
74,PCA,7,23.170142716920957
74,PCA,8,37.26413953761319
75,PCA,1,25131.40757948894
75,PCA,2,2.993660932847935
75,PCA,3,4.479278503523583
75,PCA,4,5.552973309605782
75,PCA,5,9.893264083947543
75,PCA,6,16.87979390731618
75,PCA,7,24.38253771614356
75,PCA,8,42.14453094995108
76,PCA,1,9709.778564114536
76,PCA,2,2.341445720679669
76,PCA,3,3.663922409733946
76,PCA,4,6.752374967460617
76,PCA,5,12.450345110018041
76,PCA,6,18.93505284728317
76,PCA,7,26.88540642748975
76,PCA,8,47.943791356797206
77,PCA,1,10771.013973630315
77,PCA,2,0.24731303001816124
77,PCA,3,2.525985750773737
77,PCA,4,5.651902112086259
77,PCA,5,9.062552687528907
77,PCA,6,14.879791038970776
77,PCA,7,27.55864227575199
77,PCA,8,58.8260797086495
78,PCA,1,64213.94525794472
78,PCA,2,12.45732056504979
78,PCA,3,14.401556851339903
78,PCA,4,15.726972657296567
78,PCA,5,29.64024752688592
78,PCA,6,65.20292068314416
78,PCA,7,101.20131713442926
78,PCA,8,106.14500880629015
79,PCA,1,222749.5934169883
79,PCA,2,45.39333501761034
79,PCA,3,29.667538858149946
79,PCA,4,20.44248722219083
79,PCA,5,97.37398158542265
79,PCA,6,220.34078452228647
79,PCA,7,234.41829212120075
79,PCA,8,90.42984242686305
80,PCA,1,19160.117802426474
80,PCA,2,7.29890106413995
80,PCA,3,5.879601525612855
80,PCA,4,9.273567845457386
80,PCA,5,21.592800750684976
80,PCA,6,39.499541198359864
80,PCA,7,60.18823307254107
80,PCA,8,99.40709066551425
81,PCA,1,13841.561384296296
81,PCA,2,1.010487670837707
81,PCA,3,1.7998625683347478
81,PCA,4,3.9278492766808277
81,PCA,5,7.5066691894711175
81,PCA,6,12.698802585057491
81,PCA,7,20.327598154564257
81,PCA,8,37.888762316663424
82,PCA,1,6722.046761457896
82,PCA,2,3.296290088208598
82,PCA,3,3.672064627429609
82,PCA,4,3.5451848599488214
82,PCA,5,9.936285956046014
82,PCA,6,20.997186036923548
82,PCA,7,32.065423697606604
82,PCA,8,43.75015274293697
83,PCA,1,6654.4284998077965
83,PCA,2,1.5599566539668517
83,PCA,3,2.169193170144076
83,PCA,4,4.670015676547701
83,PCA,5,9.689242571610635
83,PCA,6,15.876226634071237
83,PCA,7,21.899215204761994
83,PCA,8,35.5543229741682
84,PCA,1,53096.24776241943
84,PCA,2,6.891005984026723
84,PCA,3,8.108605013352634
84,PCA,4,8.441443852860175
84,PCA,5,13.722630175083388
84,PCA,6,22.981091798121177
84,PCA,7,42.06011195079965
84,PCA,8,92.46525803983427
85,PCA,1,3643.544402674353
85,PCA,2,2.22308509336677
85,PCA,3,3.8843636579335237
85,PCA,4,5.999579932562038
85,PCA,5,8.470096725855424
85,PCA,6,13.034579218774194
85,PCA,7,23.00712312024825
85,PCA,8,49.595526268306706
86,PCA,1,63876.8311795047
86,PCA,2,7.9415701409185155
86,PCA,3,6.35086008422079
86,PCA,4,9.357958147612809
86,PCA,5,27.663593482405677
86,PCA,6,52.63286768145019
86,PCA,7,64.37870515764368
86,PCA,8,76.70227974063839
87,PCA,1,107277.84911464313
87,PCA,2,131.14134885543797
87,PCA,3,10.359994564890584
87,PCA,4,81.56856382038917
87,PCA,5,211.11224042970608
87,PCA,6,303.63309009967696
87,PCA,7,90.51932928455557
87,PCA,8,288.2347360502083
88,PCA,1,12641.931269426947
88,PCA,2,3.1854612334342973
88,PCA,3,5.759845498824956
88,PCA,4,8.8900430476304
88,PCA,5,11.65426772550815
88,PCA,6,15.758061232664314
88,PCA,7,24.9477742244183
88,PCA,8,51.04124839018865
89,PCA,1,6443.757266847993
89,PCA,2,1.5329645454661516
89,PCA,3,1.9946788516907525
89,PCA,4,5.780702041555969
89,PCA,5,12.240445986387455
89,PCA,6,22.1669611742873
89,PCA,7,36.02809286304976
89,PCA,8,58.77880208156961
90,PCA,1,14117.61713890526
90,PCA,2,12.346054334761977
90,PCA,3,18.57624063379293
90,PCA,4,21.82260944737934
90,PCA,5,35.35568168398694
90,PCA,6,58.09285039561518
90,PCA,7,84.72496370686223
90,PCA,8,147.43935143725085
91,PCA,1,19198.799958586216
91,PCA,2,6.167765315675466
91,PCA,3,5.840769297650699
91,PCA,4,3.4010273175655943
91,PCA,5,9.393969933567895
91,PCA,6,19.777890286422547
91,PCA,7,38.12998898900815
91,PCA,8,87.14001368781972
92,PCA,1,19138.577029392152
92,PCA,2,2.9124306400039965
92,PCA,3,3.6895331231204542
92,PCA,4,4.403919231652011
92,PCA,5,9.223616440246266
92,PCA,6,17.615291478660033
92,PCA,7,28.34738201267153
92,PCA,8,47.85915371505856
93,PCA,1,316869.7418120666
93,PCA,2,50.72413810772684
93,PCA,3,50.58548002354335
93,PCA,4,18.553703977440957
93,PCA,5,35.96007845856624
93,PCA,6,117.62145276581224
93,PCA,7,183.31974463470388
93,PCA,8,189.83161278959804
94,PCA,1,247233.69760848483
94,PCA,2,22.029643397414983
94,PCA,3,66.94081039019423
94,PCA,4,55.871439713984564
94,PCA,5,20.400582324834915
94,PCA,6,20.34674366116845
94,PCA,7,108.72559771183411
94,PCA,8,394.43003971489543
95,PCA,1,263744.48566080374
95,PCA,2,34.70857033653511
95,PCA,3,28.93139438018002
95,PCA,4,112.43493839517629
95,PCA,5,265.9679478536806
95,PCA,6,310.90927242333225
95,PCA,7,202.28668900739447
95,PCA,8,492.65140865614427
96,PCA,1,37938.779242178476
96,PCA,2,3.610870833450309
96,PCA,3,2.2268477402887736
96,PCA,4,8.427629232633299
96,PCA,5,19.716400307340187
96,PCA,6,33.63817857060075
96,PCA,7,44.65070150337633
96,PCA,8,59.02983699399379
97,PCA,1,11894.475221674775
97,PCA,2,1.9605563810925988
97,PCA,3,1.9858741414902394
97,PCA,4,6.226024900155936
97,PCA,5,14.120415378926475
97,PCA,6,22.74700738407216
97,PCA,7,28.7900343790789
97,PCA,8,43.20496977745764
98,PCA,1,57822.766686656294
98,PCA,2,3.65451009252137
98,PCA,3,7.486091108317101
98,PCA,4,6.989718882351196
98,PCA,5,13.433911529421728
98,PCA,6,28.087264885434656
98,PCA,7,52.78743890651107
98,PCA,8,103.75653498919038
99,PCA,1,66696.51209654381
99,PCA,2,21.754970655931178
99,PCA,3,13.073945882397602
99,PCA,4,15.471980969093481
99,PCA,5,63.32608625089334
99,PCA,6,130.23441510057674
99,PCA,7,171.25887792898908
99,PCA,8,127.82645570372979
100,PCA,1,344191.5773041144
100,PCA,2,21.716282212206252
100,PCA,3,19.853976438293756
100,PCA,4,5.245240282746426
100,PCA,5,20.599141420513828
100,PCA,6,57.044673655770296
100,PCA,7,94.03965463744045
100,PCA,8,114.50078006528074
101,PCA,1,4423.772179165685
101,PCA,2,0.3214493764171221
101,PCA,3,1.6682386880259799
101,PCA,4,4.640084796616353
101,PCA,5,8.963837236830503
101,PCA,6,14.226900616276305
101,PCA,7,21.777310507679427
101,PCA,8,40.53635240530138
102,PCA,1,41433.94267114235
102,PCA,2,4.719301002583217
102,PCA,3,5.0807982052889935
102,PCA,4,7.7270431148570236
102,PCA,5,15.668180122328652
102,PCA,6,27.869155606465224
102,PCA,7,40.55693863951271
102,PCA,8,62.95645046064412
103,PCA,1,178967.68804558515
103,PCA,2,100.61560024703952
103,PCA,3,181.18360246316573
103,PCA,4,86.69788564212836
103,PCA,5,77.4567709673831
103,PCA,6,233.10860928179744
103,PCA,7,303.0531116530636
103,PCA,8,486.0466419240238
104,PCA,1,6480.362394383193
104,PCA,2,2.0769622639817045
104,PCA,3,3.16123431765327
104,PCA,4,5.938160223188092
104,PCA,5,10.180652073490275
104,PCA,6,16.227661830286777
104,PCA,7,26.435672097144028
104,PCA,8,52.16135170450951
105,PCA,1,198278.08045641502
105,PCA,2,15.670846454069965
105,PCA,3,12.076680168946359
105,PCA,4,3.234548582834254
105,PCA,5,29.999546034625936
105,PCA,6,69.01875357976995
105,PCA,7,110.53262402755881
105,PCA,8,165.5590194843087
106,PCA,1,28697.373615325672
106,PCA,2,5.193623134673132
106,PCA,3,2.1768250206401087
